Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Network-Adaptive Rate Control and Unequal Loss Protection with TCP-Friendly Protocol for Scalable Video Over Internet","Journal of VLSI signal processing systems for signal, image and video technology","","34","1 - 2","10.1023/A:1022865704606","Qian ZhangWenwu ZhuYa-Qin Zhang","2003","http://link.springer.com/article/10.1023/A%3A1022865704606","Article"
"Outdoor Visual Position Estimation for Planetary Rovers","Autonomous Robots","","9","2","10.1023/A:1008966317408","Fabio CozmanEric KrotkovCarlos Guestrin","2000","http://link.springer.com/article/10.1023/A%3A1008966317408","Article"
"Performance analysis in soccer: a Cartesian coordinates based approach using RoboCup data","Soft Computing","","16","1","10.1007/s00500-011-0733-0","Pedro Henriques AbreuJosé MouraDaniel Castro SilvaLuís Paulo ReisJúlio Garganta","2012","http://link.springer.com/article/10.1007/s00500-011-0733-0","Article"
"An online quality assessment framework for automated welding processes","The International Journal of Advanced Manufacturing Technology","","68","5 - 8","10.1007/s00170-013-4964-3","H. FronthalerG. CroonenJ. BiberM. HeberM. Rüther","2013","http://link.springer.com/article/10.1007/s00170-013-4964-3","Article"
"Fault Analysis and Evaluation of a True Random Number Generator Embedded in a Processor","Journal of Electronic Testing","","29","3","10.1007/s10836-013-5356-1","Mathilde SoucarrosJessy ClédièreCécile DumasPhilippe Elbaz-Vincent","2013","http://link.springer.com/article/10.1007/s10836-013-5356-1","Article"
"Intrusion tolerant QoS provision in mobile multihop relay networks","EURASIP Journal on Wireless Communications and Networking","","2013","1","10.1186/1687-1499-2013-100","Neila KricheneNoureddine Boudriga","2013","http://link.springer.com/article/10.1186/1687-1499-2013-100","Article"
"An adaptable automated visual inspection scheme through online learning","The International Journal of Advanced Manufacturing Technology","","59","5 - 8","10.1007/s00170-011-3524-y","Jun SunQiao SunBrian W. Surgenor","2012","http://link.springer.com/article/10.1007/s00170-011-3524-y","Article"
"Event Correlation in Integrated Management: Lessons Learned and Outlook","Journal of Network and Systems Management","","15","4","10.1007/s10922-007-9078-5","Jean Philippe Martin-FlatinGabriel JakobsonLundy Lewis","2007","http://link.springer.com/article/10.1007/s10922-007-9078-5","Article"
"A realtime fuzzy Petri net diagnoser for detecting progressive faults in PLC based discrete manufacturing system","The International Journal of Advanced Manufacturing Technology","","61","1 - 4","10.1007/s00170-011-3689-4","Zhenhua WuSheng-Jen Hsieh","2012","http://link.springer.com/article/10.1007/s00170-011-3689-4","Article"
"Hop-by-Hop Dynamic Congestion Control with Contact Interruption Probability for Intermittently Connected Deep Space Information Networks","Wireless Personal Communications","","71","1","10.1007/s11277-012-0821-1","Long ZhangXianwei Zhou","2013","http://link.springer.com/article/10.1007/s11277-012-0821-1","Article"
"Realization of Mobile Femtocells: Operational and Protocol Requirements","Wireless Personal Communications","","71","1","10.1007/s11277-012-0818-9","Suneth NamalMadhusanka LiyanageAndrei Gurtov","2013","http://link.springer.com/article/10.1007/s11277-012-0818-9","Article"
"On the Tolerance to Manufacturing Defects in Molecular QCA Tiles for Processing-by-wire","Journal of Electronic Testing","","23","2 - 3","10.1007/s10836-006-0548-6","Jing HuangMariam MomenzadehFabrizio Lombardi","2007","http://link.springer.com/article/10.1007/s10836-006-0548-6","Article"
"Explaining inferences in Bayesian networks","Applied Intelligence","","29","3","10.1007/s10489-007-0093-8","Ghim-Eng YapAh-Hwee TanHwee-Hwa Pang","2008","http://link.springer.com/article/10.1007/s10489-007-0093-8","Article"
"Random Oracles in Constantinople: Practical Asynchronous Byzantine Agreement Using Cryptography","Journal of Cryptology","","18","3","10.1007/s00145-005-0318-0","Christian CachinKlaus KursaweVictor Shoup","2005","http://link.springer.com/article/10.1007/s00145-005-0318-0","Article"
"Automated debugging of recommender user interface descriptions","Applied Intelligence","","31","1","10.1007/s10489-007-0105-8","Alexander FelfernigGerhard FriedrichKlaus IsakKostyantyn ShchekotykhinErich TeppanDietmar Jannach","2009","http://link.springer.com/article/10.1007/s10489-007-0105-8","Article"
"Using a Markov chain model in quality function deployment to analyse customer requirements","The International Journal of Advanced Manufacturing Technology","","30","1 - 2","10.1007/s00170-005-0023-z","Hsin-Hung WuJiunn-I Shieh","2006","http://link.springer.com/article/10.1007/s00170-005-0023-z","Article"
"Multiscale classification and its application to process monitoring","Journal of Zhejiang University SCIENCE C","","11","6","10.1631/jzus.C0910430","Yu-ming LiuLu-bin YePing-you ZhengXiang-rong ShiBin HuJun Liang","2010","http://link.springer.com/article/10.1631/jzus.C0910430","Article"
"Optimization of Test/Diagnosis/Rework Location(s) and Characteristics in Electronic System Assembly","Journal of Electronic Testing","","22","1","10.1007/s10836-006-6593-3","Zhen ShiPeter Sandborn","2006","http://link.springer.com/article/10.1007/s10836-006-6593-3","Article"
"Logic and Memory Design Based on Unequal Error Protection for Voltage-scalable, Robust and Adaptive DSP Systems","Journal of Signal Processing Systems","","68","3","10.1007/s11265-011-0631-9","Georgios KarakonstantisDebabrata MohapatraKaushik Roy","2012","http://link.springer.com/article/10.1007/s11265-011-0631-9","Article"
"FireFly: a cross-layer platform for real-time embedded wireless networks","Real-Time Systems","","37","3","10.1007/s11241-007-9028-z","Rahul MangharamAnthony RoweRaj Rajkumar","2007","http://link.springer.com/article/10.1007/s11241-007-9028-z","Article"
"Generality and legibility in mobile manipulation","Autonomous Robots","","28","1","10.1007/s10514-009-9152-9","Michael BeetzFreek StulpPiotr Esden-TempskiAndreas FedrizziUlrich KlankIngo KresseAlexis MaldonadoFederico Ruiz","2009","http://link.springer.com/article/10.1007/s10514-009-9152-9","Article"
"Modelling a wireless connected swarm of mobile robots","Swarm Intelligence","","2","2 - 4","10.1007/s11721-008-0018-0","Alan F. T. WinfieldWenguo LiuJulien NembriniAlcherio Martinoli","2008","http://link.springer.com/article/10.1007/s11721-008-0018-0","Article"
"A Hierarchical Signal-Space Partitioning Technique for Indoor Positioning with WLAN to Support Location-Awareness in Mobile Map Services","Wireless Personal Communications","","69","2","10.1007/s11277-012-0607-5","Mohammad H. VahidniaMohammad R. MalekNazila MohammadiAli A. Alesheikh","2013","http://link.springer.com/article/10.1007/s11277-012-0607-5","Article"
"Electro-thermal Stimuli for MEMS Testing in FSBM Technology","Journal of Electronic Testing","","22","2","10.1007/s10836-005-6132-7","N. DumasF. AzaïsL. LatorreP. Nouet","2006","http://link.springer.com/article/10.1007/s10836-005-6132-7","Article"
"Experimental evaluation of linear time-invariant models for feedback performance control in real-time systems","Real-Time Systems","","35","3","10.1007/s11241-006-9008-8","M. AmirijooJ. HanssonS. H. SonS. Gunnarsson","2007","http://link.springer.com/article/10.1007/s11241-006-9008-8","Article"
"A method for assessing the arm movement performance: probability tube","Medical & Biological Engineering & Computing","","51","12","10.1007/s11517-013-1104-z","Miloš KostićMirjana B. PopovićDejan B. Popović","2013","http://link.springer.com/article/10.1007/s11517-013-1104-z","Article"
"Hierarchical control of multiple resources in distributed real-time and embedded systems","Real-Time Systems","","39","1 - 3","10.1007/s11241-007-9014-5","Nishanth ShankaranXenofon D. KoutsoukosDouglas C. SchmidtYuan XueChenyang Lu","2008","http://link.springer.com/article/10.1007/s11241-007-9014-5","Article"
"Foreword: Special issue on numerical software verification","Formal Methods in System Design","","35","3","10.1007/s10703-009-0090-0","Franjo IvančićSriram SankaranarayananChao Wang","2009","http://link.springer.com/article/10.1007/s10703-009-0090-0","Article"
"SPREAD: Improving network security by multipath routing in mobile ad hoc networks","Wireless Networks","","15","3","10.1007/s11276-007-0039-4","Wenjing LouWei LiuYanchao ZhangYuguang Fang","2009","http://link.springer.com/article/10.1007/s11276-007-0039-4","Article"
"MIGA, A Software Tool for Nonlinear System Modelling with Modular Neural Networks","Applied Intelligence","","20","1","10.1023/B:APIN.0000011140.39317.ab","Bernardo MorcegoJosep M. FuertesGabriela Cembrano","2004","http://link.springer.com/article/10.1023/B%3AAPIN.0000011140.39317.ab","Article"
"Model-Based Hand Tracking by Chamfer Distance and Adaptive Color Learning Using Particle Filter","EURASIP Journal on Image and Video Processing","","2009","1","10.1155/2009/724947","Chutisant KerdvibulvechHideo Saito","2009","http://link.springer.com/article/10.1155/2009/724947","Article"
"ESMRMB 2006. 23rd Annual Scientific Meeting Warsaw/PL, Sept. 21–23, 2006—Abstracts","Magnetic Resonance Materials in Physics, Biology and Medicine","","19","1","10.1007/s10334-006-0042-2","","2006","http://link.springer.com/article/10.1007/s10334-006-0042-2","Article"
"Decentralising a service-oriented architecture","Peer-to-Peer Networking and Applications","","3","4","10.1007/s12083-009-0062-6","Jan SachaBartosz BiskupskiDominik DahlemRaymond CunninghamRené MeierJim DowlingMads Haahr","2010","http://link.springer.com/article/10.1007/s12083-009-0062-6","Article"
"A Layout Sensitivity Model for Estimating Electromigration-vulnerable Narrow Interconnects","Journal of Electronic Testing","","25","1","10.1007/s10836-008-5079-x","Rani S. GhaidaPayman Zarkesh-Ha","2009","http://link.springer.com/article/10.1007/s10836-008-5079-x","Article"
"Scan Test Response Compaction Combined with Diagnosis Capabilities","Journal of Electronic Testing","","24","1 - 3","10.1007/s10836-007-5043-1","Sverre WichlundFrank BerntsenEinar Johan Aas","2008","http://link.springer.com/article/10.1007/s10836-007-5043-1","Article"
"Brain–computer interfacing: more than the sum of its parts","Soft Computing","","17","2","10.1007/s00500-012-0895-4","Reinhold SchererJosef FallerDavid BalderasElisabeth V. C. FriedrichMarkus PröllBrendan AllisonGernot Müller-Putz","2013","http://link.springer.com/article/10.1007/s00500-012-0895-4","Article"
"Throughput-driven condition-based maintenance for frequently reconfigured mass production equipment","The International Journal of Advanced Manufacturing Technology","","65","9 - 12","10.1007/s00170-012-4261-6","Chuan Siong GuanYe Chow KuangMelanie Po-Leen Ooi","2013","http://link.springer.com/article/10.1007/s00170-012-4261-6","Article"
"On-line prediction of micro-turning multi-response variables by machine vision system using adaptive neuro-fuzzy inference system (ANFIS)","Machine Vision and Applications","","24","1","10.1007/s00138-011-0378-0","S. PalaniU. NatarajanM. Chellamalai","2013","http://link.springer.com/article/10.1007/s00138-011-0378-0","Article"
"A machine vision system for the detection of missing fasteners on steel stampings","The International Journal of Advanced Manufacturing Technology","","41","7 - 8","10.1007/s00170-008-1516-3","J. KillingB. W. SurgenorC. K. Mechefske","2008","http://link.springer.com/article/10.1007/s00170-008-1516-3","Article"
"A Built-in Self-test and Diagnosis Strategy for Chemically Assembled Electronic Nanotechnology","Journal of Electronic Testing","","23","2 - 3","10.1007/s10836-006-0552-x","Jason G. BrownR. D. Blanton","2007","http://link.springer.com/article/10.1007/s10836-006-0552-x","Article"
"Bidding-based multi-agent system for integrated process planning and scheduling: a data-mining and hybrid tabu-SA algorithm-oriented approach","The International Journal of Advanced Manufacturing Technology","","38","1 - 2","10.1007/s00170-007-1087-8","Sanjay Kumar ShuklaM. K. TiwariYoung Jun Son","2007","http://link.springer.com/article/10.1007/s00170-007-1087-8","Article"
"Modeling and analysis of applying adaptive modulation coding in wireless multicast and broadcast systems","Wireless Networks","","17","5","10.1007/s11276-011-0354-7","Yu-Cheng LiangChing-Chun ChouHung-Yu Wei","2011","http://link.springer.com/article/10.1007/s11276-011-0354-7","Article"
"Licensing Reliable Embedded Software for Safety-Critical Applications","Real-Time Systems","","28","2 - 3","10.1023/B:TIME.0000045318.83240.86","Francesca Saglietti","2004","http://link.springer.com/article/10.1023/B%3ATIME.0000045318.83240.86","Article"
"A tolerance method for industrial image-based inspection","The International Journal of Advanced Manufacturing Technology","","43","11 - 12","10.1007/s00170-008-1801-1","Haibin JiaFengfeng (Jeff) XiAhmad GhasempoorAmer Dawoud","2009","http://link.springer.com/article/10.1007/s00170-008-1801-1","Article"
"Hardware spiking neural network prototyping and application","Genetic Programming and Evolvable Machines","","12","3","10.1007/s10710-011-9130-9","Seamus CawleyFearghal MorganBrian McGinleySandeep PandeLiam McDaidSnaider CarrilloJim Harkin","2011","http://link.springer.com/article/10.1007/s10710-011-9130-9","Article"
