title$|$authors$|$year$|$citedCount$|$fulltext_url
Multi-client video streaming over wirelessMAN-OFDMA$|$Vitor Bernardo,Kostas Pentikousis,Jarno Pinola,Esa Piri,Marilia Curado$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1641920
Promise '11: Proceedings of the 7th International Conference on Predictive Models in Software Engineering$|$$|$2011$|$$|$
Video deinterlacing with dynamic motion analysis and scene cut detection$|$Dmitriy Khvan,Gwanggil Jeon,Jechang Jeong$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2425886
Design and implementation of wiki content transformations and refactorings$|$Hannes Dohrn,Dirk Riehle$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2491057
Revisiting fault diagnosis agreement in a new territory$|$S. C. Wang,K. Q. Yan$|$2004$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=991134
Recency types for analyzing scripting languages$|$Phillip Heidegger,Peter Thiemann$|$2010$|$15$|$
Not all wireless sensor networks are created equal: A comparative study on tunnels$|$Luca Mottola,Gian Pietro Picco,Matteo Ceriotti,Stefan Guna,Amy L. Murphy$|$2010$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1824771
Recency types for analyzing scripting languages$|$Phillip Heidegger,Peter Thiemann$|$2010$|$15$|$
Validating the Unit Correctness of Spreadsheet Programs$|$Tudor Antoniu,Paul A. Steckler,Shriram Krishnamurthi,Erich Neuwirth,Matthias Felleisen$|$2004$|$23$|$http://dl.acm.org/ft_gateway.cfm?id=999448
A Hybrid Factored Frontier Algorithm for Dynamic Bayesian Networks with a Biopathways Application$|$Sucheendra K. Palaniappan,S. Akshay,Bing Liu,Blaise Genest,P. S. Thiagarajan$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2353103
Creating visual domain-specific modeling languages from end-user demonstration$|$Hyun Cho,Jeff Gray,Eugene Syriani$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2664435
3D object arrangement for novice users: the effectiveness of combining a first-person and a map view$|$Luca Chittaro,Roberto Ranon,Lucio Ieronutti$|$2009$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1643967
Implementing relationships using Affinity$|$Stephen Nelson,David J. Pearce,James Noble$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1562102
Monitoring ambient air quality with carbon monoxide sensor-based wireless network$|$Demin Wang,Dharma P. Agrawal,Wassana Toruksa,Chaichana Chaiwatpongsakorn,Mingming Lu,Tim C. Keener$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1735257
Semantics of transactional memory and automatic mutual exclusion$|$Martin Abadi,Andrew Birrell,Tim Harris,Michael Isard$|$2011$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1889999
Disguised malware script detection system using hybrid genetic algorithm$|$Jinhyun Kim,Byung-Ro Moon$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2480401
Load balancing for the management of service performance in open service markets: a customer-oriented approach$|$Dirk Thien$|$2002$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=508965
Qos modeling for performance evaluation over evolved 3g networks$|$Gerardo Gomez,Javier Poncela Gonzalez,M. Carmen Aguayo-Torres,Jose F. Paris,Jose T. Entrambasaguas$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1298266
Artemis: practical runtime monitoring of applications for execution anomalies$|$Long Fei,Samuel P. Midkiff$|$2006$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1133992
Autonomous multi-processor-SoC optimization with distributed learning classifier systems XCS$|$Andreas Bernauer,Gunnar Arndt,Oliver Bringmann,Wolfgang Rosenstiel$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1998632
Goal-oriented methods and meta methods for document classification and their parameter tuning$|$Stefan Siersdorfer,Sergej Sizov,Gerhard Weikum$|$2004$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1031184
An analytical study of a structured overlay in the presence of dynamic membership$|$Supriya Krishnamurthy,Sameh El-Ansary,Erik Aurell,Seif Haridi$|$2008$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1453704
Improving network applications security: a new heuristic to generate stress testing data$|$Concettina Del Grosso,Giuliano Antoniol,Massimiliano Di Penta,Philippe Galinier,Ettore Merlo$|$2005$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1068185
Towards a point-of-care diagnostic system: automated analysis of immunoassay test data on a cell phone$|$Nicola Lee Dell,Sugandhan Venkatachalam,Dean Stevens,Paul Yager,Gaetano Borriello$|$2011$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1999931
Symphony: synchronous two-phase rate and power control in 802.11 wlans$|$Kishore Ramachandran,Ravi Kokku,Honghai Zhang,Marco Gruteser$|$2008$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1378616
The absolute beginner's guide to JUnit in the classroom (abstract only)$|$Stephen H. Edwards,Manuel A. Perez-Quinones$|$2012$|$0$|$
Tools to generate and check consistency of model classes for Java PathFinder$|$Matteo Ceccarello,Nastaran Shafiei$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2382796
Optimal message-driven implementations of omega with mute processes$|$Martin Biely,Josef Widder$|$2009$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1462191
Low-cost protection for SER upsets and silicon defects$|$Mojtaba Mehrara,Mona Attariyan,Smitha Shyam,Kypros Constantinides,Valeria Bertacco,Todd Austin$|$2007$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1266614
A learning-based method for combining testing techniques$|$Domenico Cotroneo,Roberto Pietrantuono,Stefano Russo$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2486808
Video watermarking using motion compensated 2D+t+2D filtering$|$Deepayan Bhowmik,Charith Abhayaratne$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1854254
Impact of video frame rate on communicative behaviour in two and four party groups$|$Matthew Jackson,Anne H. Anderson,Rachel McEwan,Jim Mullin$|$2000$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=358945
Design as you see FIT: system-level soft error analysis of sequential circuits$|$Daniel Holcomb,Wenchao Li,Sanjit A. Seshia$|$2009$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1874814
Evaluating program analysis and testing tools with the RUGRAT random benchmark application generator$|$Ishtiaque Hussain,Christoph Csallner,Mark Grechanik,Chen Fu,Qing Xie,Sangmin Park,Kunal Taneja,B. M. Mainul Hossain$|$2012$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2336798
Choosing to interleave: human error and information access cost$|$Jonathan Back,Anna Cox,Duncan Brumby$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2208289
Thermal-aware sensor scheduling for distributed estimation$|$Domenic Forte,Ankur Srivastava$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2489270
Distributed cooperation in the absence of communication (brief announcement)$|$Grzegorz Greg Malewicz,Alexander Russell,Alex A. Shvartsman$|$2000$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=362162
Temporal diversity coding for improving the performance of wireless body area networks$|$Gabriel E. Arrobo,Zygmunt J. Haas,Richard D. Gitlin$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2442733
GPU-based n-detect transition fault ATPG$|$Kuan-Yu Liao,Sheng-Chang Hsu,James Chien-Mo Li$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2488769
Fault-tolerance of distributed genetic algorithms on many-core processors$|$Yuji Sato,Mikiko Sato$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2480778
Decision trees for entity identification: approximation algorithms and hardness results$|$Venkatesan T. Chakaravarthy,Vinayaka Pandit,Sambuddha Roy,Pranjal Awasthi,Mukesh Mohania$|$2007$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=1265538
Defection detection: using activity profiles to predict ISP customer vulnerability$|$Nandini Raghavan,Robert M. Bell,Matthias Schonlau$|$2000$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=347193
Compiler-Directed Instruction Duplication for Soft Error Detection$|$Jie S. Hu,Feihui Li,Vijay Degalahal,Mahmut Kandemir,N. Vijaykrishnan,Mary J. Irwin$|$2005$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=1049272
mobileSpiro: accurate mobile spirometry for self-management of asthma$|$Siddharth Gupta,Peter Chang,Nonso Anyigbo,Ashutosh Sabharwal$|$2011$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=2064944
Session management of correlated multi-stream 3D tele-immersive environments$|$Ahsan Arefin$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2072489
Pairwise interaction tensor factorization for personalized tag recommendation$|$Steffen Rendle,Lars Schmidt-Thieme$|$2010$|$102$|$http://dl.acm.org/ft_gateway.cfm?id=1718498
Using code change types in an analogy-based classifier for short-term defect prediction$|$Josee Tasse$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2499397
Improving fault resilience of high performance applications$|$Yawei Li,Zhiling Lan$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1188616
Impact of video frame rate on communicative behaviour in two and four party groups$|$Matthew Jackson,Anne H. Anderson,Rachel McEwan,Jim Mullin$|$2000$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=358945
Design as you see FIT: system-level soft error analysis of sequential circuits$|$Daniel Holcomb,Wenchao Li,Sanjit A. Seshia$|$2009$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1874814
Fault-tolerance of distributed genetic algorithms on many-core processors$|$Yuji Sato,Mikiko Sato$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2480778
Evaluating program analysis and testing tools with the RUGRAT random benchmark application generator$|$Ishtiaque Hussain,Christoph Csallner,Mark Grechanik,Chen Fu,Qing Xie,Sangmin Park,Kunal Taneja,B. M. Mainul Hossain$|$2012$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2336798
Abstracting abstract machines: a systematic approach to higher-order program analysis$|$David Van Horn,Matthew Might$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1995400
Characterizing the usability of interactive applications through query log analysis$|$Adam Fourney,Richard Mann,Michael Terry$|$2011$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1979205
Course-specific search engines: semi-automated methods for identifying high quality topic-specific corpora$|$Neel Guha,Matt Wytock$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2488158
Higher-order functions and partial applications for a C++ skeleton library$|$Herbert Kuchen,Jorg Striegnitz$|$2002$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=583824
Disguised malware script detection system using hybrid genetic algorithm$|$Jinhyun Kim,Byung-Ro Moon$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2480401
Distributed cooperation in the absence of communication (brief announcement)$|$Grzegorz Greg Malewicz,Alexander Russell,Alex A. Shvartsman$|$2000$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=362162
Exploring wiki: measuring the quality of social media using ant colony metaphor$|$Soumya Banerjee,Nashwa El-Bendary,Hameed Al-Qaheri$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2077545
Scalable Stealth Mode P2P Overlays of Very Small Constant Degree$|$Mark Jelasity,Vilmos Bilicki$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2019596
Cooperative checkpointing: a robust approach to large-scale systems reliability$|$Adam J. Oliner,Larry Rudolph,Ramendra K. Sahoo$|$2006$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1183406
A better API for Java reflection (abstract only)$|$Zalia Shams,Stephen H. Edwards$|$2012$|$0$|$
Make the Most of Your Time: How Should the Analyst Work with Automated Traceability Tools?$|$Alex Dekhtyar,Jane Huffman Hayes,Jody Larsen$|$2007$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1269052
Temperature and combustion quality control in power station boilers using artificial neural networks$|$K. Sujatha,N. Pappa$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1858382
Colex: a web-based collaborative conflict lexicon$|$Petra Brosch,Philip Langer,Martina Seidl,Konrad Wieland,Manuel Wimmer$|$2010$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1826156
Amplifying tests to validate exception handling code$|$Pingyu Zhang,Sebastian Elbaum$|$2012$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=2337293
Static error detection using semantic inconsistency inference$|$Isil Dillig,Thomas Dillig,Alex Aiken$|$2007$|$24$|$http://dl.acm.org/ft_gateway.cfm?id=1250784
Automatic code generation for a convection scheme$|$Paul van der Mark,Lex Wolters,Gerard Cats$|$2003$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=952729
Cruiser: concurrent heap buffer overflow monitoring using lock-free data structures$|$Qiang Zeng,Dinghao Wu,Peng Liu$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1993541
Comparing the immediate usability of graffiti 2 and virtual keyboard$|$Thomas Koltringer,Thomas Grechenig$|$2004$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=986017
Systematic review in software engineering: where we are and where we should be going$|$Barbara A. Kitchenham$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2372235
BER analysis for hard MMSE detection in MIMO systems$|$Peng Liu,Il-Min Kim$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1968763
Predicting the cost of error correction in character-based text entry technologies$|$Ahmed Sabbir Arif,Wolfgang Stuerzlinger$|$2010$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1753329
Reliability and security of RAID storage systems and D2D archives using SATA disk drives$|$Gordon F. Hughes,Joseph F. Murray$|$2005$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1044961
A state-based approach to traceability maintenance$|$Nikolaos Drivalos-Matragkas,Dimitrios S. Kolovos,Richard F. Paige,Kiran J. Fernandes$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1814396
Estimation of recording location using audio watermarking$|$Yuta Nakashima,Ryuki Tachibana,Masafumi Nishimura,Noboru Babaguchi$|$2006$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1161385
Temperature and combustion quality control in power station boilers using artificial neural networks$|$K. Sujatha,N. Pappa$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1858382
Synchrony weakened by message adversaries vs asynchrony restricted by failure detectors$|$Michel Raynal,Julien Stainer$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2484249
Simulation-based verification using Temporally Attributed Boolean Logic$|$S. K. Panda,Arnab Roy,P. P. Chakrabarti,Rajeev Kumar$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1391971
Three extensions to subtractive crosstalk reduction$|$F. A. Smit,R. van Liere,B. Frohlich$|$2007$|$4$|$
Accuracy improvements for multi-criteria recommender systems$|$Dietmar Jannach,Zeynep Karakaya,Fatih Gedikli$|$2012$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=2229065
A study of common pitfalls in simple multi-threaded programs$|$Sung-Eun Choi,E. Christopher Lewis$|$2000$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=331879
Improving distributed system performance using machine availability prediction$|$James W. Mickens,Brian D. Noble$|$2006$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1168143
Comprehensive QoS monitoring of Web services and event-based SLA violation detection$|$Anton Michlmayr,Florian Rosenberg,Philipp Leitner,Schahram Dustdar$|$2009$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=1657756
AvroraZ: extending Avrora with an IEEE 802.15.4 compliant radio chip model$|$Rodolfo de Paz Alberola,Dirk Pesch$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1454637
Smart dust protocols for local detection and propagation$|$Ioannis Chatzigiannakis,Sotiris Nikoletseas,Paul Spirakis$|$2002$|$32$|$http://dl.acm.org/ft_gateway.cfm?id=584493
Detecting error-related negativity for interaction design$|$Chi Vi,Sriram Subramanian$|$2012$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=2207744
Automated anomaly detection and performance modeling of enterprise applications$|$Ludmila Cherkasova,Kivanc Ozonat,Ningfang Mi,Julie Symons,Evgenia Smirni$|$2009$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1629089
Pre-layout prediction of interconnect manufacturability$|$Phillip Christie,Jose Pineda de Gyvez$|$2001$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=368826
A distributed and self-organizing scheduling algorithm for energy-efficient data aggregation in wireless sensor networks$|$Supriyo Chatterjea,Tim Nieberg,Nirvana Meratnia,Paul Havinga$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1387666
Exploring wiki: measuring the quality of social media using ant colony metaphor$|$Soumya Banerjee,Nashwa El-Bendary,Hameed Al-Qaheri$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2077545
Static error detection using semantic inconsistency inference$|$Isil Dillig,Thomas Dillig,Alex Aiken$|$2007$|$24$|$http://dl.acm.org/ft_gateway.cfm?id=1250784
An integrated tool for microarray data clustering and cluster validity assessment$|$Nadia Bolshakova,Francisco Azuaje,Padraig Cunningham$|$2004$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=967929
Classifying recognition results for spoken dialog systems$|$Malte Gabsdil$|$2003$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1075181
Automated protein structure refinement using i3Drefine software and its assessment in CASP10$|$Debswapna Bhattacharya,Jianlin Cheng$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2506680
An approach for detection of malicious node using fuzzy based trust levels in MANET$|$V. Manoj,N. Raghavendiran,M. Mohammed Aaqib,R. Vijayan$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2185337
Detecting overflow vulnerabilities using automated verification$|$Brian A. Malloy,Murali Sitaraman,Jason O. Hallstrom$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1558633
BER analysis for hard MMSE detection in MIMO systems$|$Peng Liu,Il-Min Kim$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1968763
Predicting the cost of error correction in character-based text entry technologies$|$Ahmed Sabbir Arif,Wolfgang Stuerzlinger$|$2010$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1753329
Towards methods for the collective gathering and quality control of relevance assessments$|$Gabriella Kazai,Natasa Milic-Frayling,Jamie Costello$|$2009$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1572019
POSTER: CRYPTSERVER: strong data protection in commodity LAMP servers$|$Zhaofeng Chen,Xinshu Dong,Prateek Saxena,Zhenkai Liang$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2512525
Automatic code generation for a convection scheme$|$Paul van der Mark,Lex Wolters,Gerard Cats$|$2003$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=952729
Emulating mobile ad-hoc networks of hand-held devices: the OCTOPUS virtual environment$|$Fabio D'Aprano,Massimiliano de Leoni,Massimo Mecella$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1247729
PROMISE '10: Proceedings of the 6th International Conference on Predictive Models in Software Engineering$|$$|$2010$|$$|$
Xheal: localized self-healing using expanders$|$Gopal Pandurangan,Amitabh Trehan$|$2011$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1993865
